name,description,region,imageUrl,brand,specs,category,upc,ean,ean8,id_producto,categoryPath,ingredients
Cerveza Piggy Apa Bierhaus 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/220433706.jpeg,,[],Beer,,7798332150076.0,,7798332150076,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Bierhaus Vulcano Red Ipa 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40395968.jpeg,Bierhaus,[],Beer,,7798332150151.0,,7798332150151,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Bierhaus Cerveza Mexican Lager 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40397383.png,Bierhaus,[],Beer,,7798332150267.0,,7798332150267,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Chalaland Hemp Bierhaus 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/123332229.jpeg,,[],,,7798332150724.0,,7798332150724,,
Cerveza Chala Lager Bierhaus 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/123195601.jpeg,,[],Beer,,7798332150779.0,,7798332150779,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Rabieta Cerveza American Ipa Lata 473 Ml,"Descubrí la Cerveza Rabieta American IPA 473cc Elegí la Cerveza Rabieta American IPA 473cc para disfrutar de una explosión de sabores en cada trago. Con su balance perfecto entre amargor y aroma, esta IPA es ideal para quienes buscan una experiencia cervecera única. Porque elegir Cerveza Rabieta American IPA 473cc Aroma intenso a lúpulo que te hará querer más. Amargor equilibrado que resalta el sabor de la malta. Perfecta para acompañar tus asados y picadas. Formato de 473cc, ideal para compartir o disfrutar solo. Transformá tus momentos con el sabor auténtico de esta IPA. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166691933.jpeg,Rabieta,[],Beer,,7798339250137.0,,7798339250137,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Rabieta Cerveza Golden Ale Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166698206.jpeg,Rabieta,"[['Countries', 'Spain']]",Beer,,7798339250144.0,,7798339250144,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Rabieta Cerveza Red Irish Ale 473cc,"Disfrutá la Cerveza Rabieta Red Irish Ale 473cc Elegí la Cerveza Rabieta Red Irish Ale 473cc para esos momentos en los que querés disfrutar de una cerveza única, con un sabor que te transporta. Su balance perfecto entre maltas y lúpulos hará que cada sorbo sea memorable. Porque elegir Cerveza Rabieta Red Irish Ale 473cc Color rojo intenso que atrae miradas. Notas de caramelo y frutas secas que encantan al paladar. Ideal para disfrutar en reuniones o momentos de relax. Formato de 473cc, perfecto para saborear con calma. Transformá tu experiencia cervecera con esta joya irlandesa. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166698986.jpeg,Rabieta,"[['Countries', 'Spain']]",Beer,,7798339250151.0,,7798339250151,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Rabieta Cerveza Red Honey Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166700526.jpeg,Rabieta,[],Beer,,7798339250182.0,,7798339250182,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Rabieta Cerveza Wee Heavy Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/114884342.jpeg,Rabieta,[],Beer,,7798339250199.0,,7798339250199,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Rabieta Cerveza Helles Munich 473cc,"Disfrutá de la Cerveza Rabieta Helles Munich 473cc Elegí la Cerveza Rabieta Helles Munich 473cc para elevar tus momentos de disfrute. Con su sabor auténtico y refrescante, cada sorbo te transportará a las cervecerías alemanas, ideal para compartir con amigos o en una buena comida. Porque elegir Cerveza Rabieta Helles Munich 473cc Sabor equilibrado con un toque de malta y lúpulo. Perfecta para acompañar comidas o disfrutar sola. Formato de 473cc, ideal para brindar en cualquier ocasión. Refrescante y ligera, ideal para el clima argentino. Transformá tu experiencia cervecera con esta joya de Munich. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/122681827.jpeg,Rabieta,"[['Countries', 'Spain']]",Beer,,7798339250212.0,,7798339250212,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Rabieta Cerveza Apa Lata 473 Cc,"Disfrutá de la Cerveza Rabieta APA 473cc Elegí la Cerveza Rabieta APA 473cc para esos momentos en los que querés algo fresco y lleno de sabor. Con su carácter afrutado y su balance perfecto, es ideal para disfrutar con amigos o en una buena comida. Porque elegir Cerveza Rabieta APA 473cc Sabor intenso con notas cítricas y de caramelo. Ideal para compartir en reuniones y celebraciones. Formato de 473cc, perfecto para un buen trago. Refrescante y ligera, perfecta para cualquier ocasión. Transformá tu momento de relax con esta deliciosa cerveza. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166704168.jpeg,Rabieta,[],Beer,,7798339250229.0,,7798339250229,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Rabieta Cerveza Red Ipa Lata 473 Cc,"Descubrí la Cerveza Rabieta Red IPA 473cc Elegí la Cerveza Rabieta Red IPA 473cc para esos momentos en los que querés disfrutar de una birra con carácter. Con su mezcla de maltas y lúpulos, te va a sorprender con cada trago. Porque elegir Cerveza Rabieta Red IPA 473cc Sabor robusto con notas de caramelo y frutos rojos. Ideal para compartir en una buena reunión con amigos. Formato de 473cc, perfecto para saborear a fondo. Equilibrio perfecto entre amargor y dulzura. Transformá tu momento de relax con esta cerveza única. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166701572.jpeg,Rabieta,[],Beer,,7798339250236.0,,7798339250236,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Siete cholas Cerveza Ipa En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/114884461.jpeg,Siete cholas,[],Beer,,7798339250588.0,,7798339250588,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Siete cholas Cerveza Blonde Ale En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/114884493.jpeg,Siete cholas,[],Beer,,7798339250601.0,,7798339250601,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Pampa Cerveza Ipa Brewing Lata 473 Cc,"Elaborada con agua pura del acuífero Puelche y el mejor blend de maltas de nuestras Pampas. Agradable amargor en boca y delicado aroma botánico resultante de la técnica “dry hopping”, realizada con lo mejor de nuestros lúpulos patagónicos. Un perfecto balance de sabor y aroma.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166651510.jpeg,Pampa,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7798339251127.0,,7798339251127,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Pampa Brewing Cerveza Amber Ale Lata 473 Cc,"Elaborada con agua pura del acuífero Puelche y el mejor blend de maltas de nuestras Pampas. De sabor a maltas nobles con aroma dulce, como la cebada. Ligera en su cuerpo y un dejo herbal, característico de nuestros lúpulos seleccionados. “Bien lo pasa hasta entre Pampas, el que respeta a la gente. El hombre ha de ser prudente, para librarse de enojos, cauteloso entre los flojos, moderado entre valientes”, La vuelta de Martin Fierro de José Hernández.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166711762.jpeg,Pampa Brewing,"[['Countries', 'Spain']]",Beer,,7798339251134.0,,7798339251134,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Pampa Brewing Cerveza Golden Ale Lata 473 Cc,"Elaborada con agua pura del acuífero Puelche y el mejor blend de maltas de nuestras Pampas. De sabor a maltas nobles con aroma dulce, como la cebada. Ligera en su cuerpo y un dejo herbal.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166711745.jpeg,Pampa Brewing,"[['Countries', 'Spain']]",Beer,,7798339251141.0,,7798339251141,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Pampa Brewing Cerveza Honey 473ml,"Las abejas trabajadoras pusieron la miel. El eterno acuífero Puelche el agua pura. Nuestras Pampas inmensas nos dieron la cebada. Y así nació Pampa Honey. Una cerveza liviana y ligeramente dulce, con aroma a miel y final seco. Artesanalmente natural y argentina. Los Ranqueles, extraordinarios jinetes de las pampas iniciaban el momento de compartir la bebida con un Yapaí. Significa respeto, aprecio, cariño. Es compartir, reír, llorar, recordar y a veces olvidar, juntos. Lucio V. Mansilla contó en “Una Excursión a los Indios Ranqueles” que cuando un yapaí se regala, un yapaí se merece.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166715074.jpeg,Pampa Brewing,"[['Countries', 'Spain']]",Beer,,7798339251370.0,,7798339251370,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Guinness Cerveza Extra Stout 473 Ml,"Disfrutá de la Cerveza Guinness Extra Stout 473 Ml Elegí la Cerveza Guinness Extra Stout 473 Ml y regalate una experiencia de sabor intensa y única. Perfecta para esos momentos en los que buscás algo especial que combine tradición y calidad. Porque elegir Cerveza Guinness Extra Stout 473 Ml Sabor robusto con notas de café y chocolate. Textura cremosa que se desliza suavemente. Ideal para acompañar comidas o disfrutar sola. Presentación de 473 ml, perfecta para compartir o disfrutar en solitario. Sumá un toque de sofisticación a tus encuentros con amigos. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes. Agua, cebada malteada, extracto de malta, lúpulo, levadura, cebada.",Outside of North America,https://go-upc.s3.amazonaws.com/images/122681840.png,Guinness,[],Beer,,7798339251509.0,,7798339251509,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Pampa Brewing Cerveza Cream Stout 473cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166715052.jpeg,Pampa Brewing,"[['Countries', 'Spain']]",Beer,,7798339251561.0,,7798339251561,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Gauther Cerveza Sin Tacc De Mijo Miel En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117485849.jpeg,Gauther,[],Beer,,7798348300021.0,,7798348300021,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Gauther Cerveza Sin Tacc De Mijo Framb En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117485861.jpeg,Gauther,[],Beer,,7798348300038.0,,7798348300038,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Gauther Cerveza Sin Tacc De Mijo Oro En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117485836.jpeg,Gauther,[],Beer,,7798348300045.0,,7798348300045,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Heineken Cerveza Sin Alcohol 330cc,"Descubrí la Cerveza Heineken Cero 330 Ml Elegí Cerveza Heineken Cero 330 Ml y disfrutá de un sabor auténtico sin alcohol. Ideal para esos momentos en los que querés disfrutar de una buena cerveza, cuidando tu salud y bienestar. Porque elegir Cerveza Heineken Cero 330 Ml Sabor fresco y equilibrado que mantiene la esencia de Heineken. Sin alcohol, perfecta para cualquier ocasión. Ideal para compartir con amigos sin comprometer tu bienestar. Práctica presentación de 330 ml para llevar a todos lados. Transformá tus momentos de relax con una opción deliciosa y responsable. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes. Agua, cebada malteada, extracto de lúpulo, aro aromatizante natural, derivados de cebada.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166472585.jpeg,Heineken,[],Beer,,7802100003270.0,,7802100003270,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Kunstmann Cerveza Torobayo Lata,"Descubrí la Cerveza Kunstmann Torobayo Roja 470ml Elegí la Cerveza Kunstmann Torobayo Roja 470ml para disfrutar de un sabor intenso y único que va a elevar tus momentos. Ideal para compartir con amigos o simplemente relajarte después de un largo día, esta cerveza es la opción que estabas buscando. Porque elegir Cerveza Kunstmann Torobayo Roja 470ml Sabores robustos de malta con un toque de caramelo que sorprenden al paladar. Color rojo profundo que la hace visualmente atractiva. Perfecta para acompañar tus comidas favoritas o disfrutar sola. Formato de 470ml, ideal para una buena charla o una noche de películas. Disfrutá de una experiencia cervecera sin igual con cada sorbo. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes. Agua, malta de cebada, lúpulos, derivados de cebada.",Outside of North America,https://go-upc.s3.amazonaws.com/images/223724289.jpeg,Kunstmann,"[['Size', '470cc'], ['Countries', 'Chile']]",Beer,,7802107000562.0,,7802107000562,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Kunstmann Cerveza Ipa Session 470cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166738525.jpeg,Kunstmann,[],Beer,,7802107000876.0,,7802107000876,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
7715] Tulipa 10 Oz Juice & Beer Glass,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/88799429.jpeg,,[],Glass,,7891155000389.0,,7891155000389,"['Hardware', 'Building Materials', 'Glass']",
Nadir Vaso Cerveza Munich 300 Ml,¡Encontrá en nuestra web todo lo que necesitas para gastronomía y repostería! ¿Tenés alguna duda?. Por favor no dejes de preguntarnos. Estamos para ayudarte.,Outside of North America,https://go-upc.s3.amazonaws.com/images/180695218.jpeg,Nadir,[],Glass,,7891155003229.0,,7891155003229,"['Hardware', 'Building Materials', 'Glass']",
Taça Nadir Paulista Cerveja 300ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/242739991.png,,[],Whiskey,,7891155003908.0,,7891155003908,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Liquor & Spirits', 'Whiskey']",
Atributo Vaso Vidrio Cerveza Munich 530 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/128755211.jpeg,Atributo,[],Household Supplies,,7891155013150.0,,7891155013150,"['Home & Garden', 'Household Supplies']",
Nadir Vaso Cerveza Frevo 320 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/59189241.jpeg,Nadir,[],,,7891155013839.0,,7891155013839,,
Nadir Copa Cerveza Dublin 400 Ml,¡Encontrá en nuestra web todo lo que necesitas para gastronomía y repostería! ¿Tenés alguna duda?. Por favor no dejes de preguntarnos. Estamos para ayudarte.,Outside of North America,https://go-upc.s3.amazonaws.com/images/201407639.jpeg,Nadir,[],Glass,,7891155042600.0,,7891155042600,"['Hardware', 'Building Materials', 'Glass']",
Nadir Vaso Para Cerveza Stout 285ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/207358026.png,Nadir,"[['Color', 'Marrón']]",Beer,,7891155043829.0,,7891155043829,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Peroni Cerveza Nastro Azzurro - 330ml,"A pale lager made from the finest quality Italian ingredients, and is a favorite among beer lovers around the world. Peroni has a crisp, light flavor and is a refreshing brew for any occasion.",Outside of North America,https://go-upc.s3.amazonaws.com/images/74667837.png,Peroni,"[['Unit Size & Type', '330ml Bottle'], ['Vintage', 'Nv'], ['Style', 'Lager'], ['Country of Origin', 'Italy']]",Beer,,8008440222008.0,,8008440222008,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']","{'text': 'Water, Barley Malt, Italian Maize, Hop Pellets An Extract'}"
Oslava Cerveza Lager 473 Lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/125372411.jpeg,Oslava,[],Beer,,8480017273574.0,,8480017273574,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Dorada Lata Dia 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/125356181.jpeg,,[],Beer,,8480017282880.0,,8480017282880,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Lager Dia 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/98748469.jpeg,,[],Beer,,8480017293749.0,,8480017293749,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Oslava Cerveza Lager 1 Lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/120862199.jpeg,Oslava,[],Beer,,8480017306913.0,,8480017306913,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Heineken Cerveza Barril 5L,"Chystáte se na večírek, nebo na grilovačku? Nebo hodláte s přáteli sledovat sportovní zápas? Natočte svým hostům sklenici osvěžujícího,. Vlastnosti produktu země nizozemsko obsah alkoholu 5 % barva piva světlé pivní styl ležák (lager) objem 5 l.",Outside of North America,https://go-upc.s3.amazonaws.com/images/62665543.png,Heineken,"[['Length', '17.85 Centímetros'], ['Product Group', 'Vino'], ['Model Number', 'Ch60'], ['Width', '17.85 Centímetros'], ['Size', 'No Aplica'], ['Binding', 'Comestibles'], ['Part Number', 'Ch60'], ['Weight', '22.0462262 Libras'], ['Manufacturer', 'Heineken'], ['Height', '28.3 Centímetros'], ['Number Of Items', '2']]",Beer,,8712000025649.0,,8712000025649,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']","{'text': 'Blonde Two Row Malted Barley, Choice European Hops, Proprietary Yeast And Water.'}"
Heineken 50 CL Can,"Great for enjoying on the beach, at a party or simply just on the go, this Heineken in a can manages to keep the same refreshing taste whilst also keeping it safe from light and air. The rich taste is balanced by the refreshing clarity and beautiful golden-yellow colour inside.",Outside of North America,https://go-upc.s3.amazonaws.com/images/155762818.png,Heineken,"[['Countries', 'France,poland,singapore,spain']]",,,8712000900045.0,,8712000900045,,"{'text': 'Water, Barley Malt And Hop Extract. This Product Is Made With Barley Malt. It Contains Gluten'}"
Oranjeboom 12 Super Strong Lata 500 Ml,"Cerveza fuerte con un 12% de alcohol, sabor robusto con toques dulces y cuerpo denso. Ideal para quienes buscan una experiencia intensa.",Outside of North America,https://go-upc.s3.amazonaws.com/images/155766105.png,Oranjeboom,"[['Countries', 'Italy']]",Beer,,8718104900110.0,,8718104900110,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Oranjeboom Cerveza Original 500cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166712403.jpeg,Oranjeboom,[],Beer,,8718104902343.0,,8718104902343,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Weidmann Cerveza Pilsener Lata 500 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166694270.jpeg,Weidmann,[],Beer,,8725000183646.0,,8725000183646,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
